survived,pclass,age,sibsp,parch,fare,adult_male,alone,embarked_Q,embarked_S,class_Second,age_fare_ratio
0,2,34.0,0,0,13.0,1,1,0,1,1,2.4285714285714284
1,2,31.0,1,1,26.25,0,0,0,1,1,1.1376146788990826
1,1,11.0,1,2,65.6563,0,0,0,1,0,0.16502566149036174
1,3,2.5,0,1,8.5167,0,0,0,0,0,0.2626961026406212
1,3,27.0,0,0,6.975,1,1,0,1,0,3.3855799373040756
0,3,31.0,0,0,7.775,1,1,0,1,0,3.5327635327635325
0,1,39.0,0,0,0.0,1,1,0,1,0,39.0
0,3,18.0,0,0,7.775,0,1,0,1,0,2.051282051282051
0,2,39.0,0,0,13.0,1,1,0,1,1,2.7857142857142856
1,1,33.0,1,0,53.1,0,0,0,1,0,0.609981515711645
0,3,26.0,0,0,7.8875,1,1,0,1,0,2.9254571026722926
0,3,39.0,0,0,24.15,1,1,0,1,0,1.5506958250497018
0,2,35.0,0,0,10.5,1,1,0,1,1,3.0434782608695654
0,3,6.0,4,2,31.275,0,0,0,1,0,0.18590240123934934
0,3,30.5,0,0,8.05,1,1,0,1,0,3.370165745856353
0,1,28.0,0,0,0.0,1,1,0,1,0,28.0
0,3,23.0,0,0,7.925,0,1,0,1,0,2.5770308123249297
0,2,31.0,1,1,37.0042,1,0,0,0,1,0.8156993174438615
0,3,43.0,0,0,6.45,1,1,0,1,0,5.771812080536913
0,3,10.0,3,2,27.9,0,0,0,1,0,0.34602076124567477
1,1,52.0,1,1,65.6563,0,0,0,1,0,0.7801213088635283
1,3,27.0,0,0,8.6625,1,1,0,1,0,2.794307891332471
0,1,38.0,0,0,0.0,1,1,0,1,0,38.0
1,3,27.0,0,1,12.475,0,0,0,1,0,2.0037105751391464
0,3,2.5,4,1,39.6875,0,0,0,1,0,0.06144393241167435
0,3,28.0,0,0,6.95,1,1,1,0,0,3.5220125786163523
0,3,28.0,0,0,56.4958,1,1,0,1,0,0.4869920933355132
1,2,2.5,0,2,37.0042,0,0,0,0,1,0.06578220301966625
1,3,28.0,0,0,7.75,1,1,1,0,0,3.2
1,3,15.0,1,0,14.4542,0,0,0,0,0,0.9706099312808169
1,2,2.5,1,1,18.75,0,0,0,1,1,0.12658227848101267
0,3,28.0,0,0,7.2292,1,1,0,0,0,3.4025178632187822
0,3,23.0,0,0,7.8542,1,1,0,1,0,2.5976372794831835
0,3,18.0,0,0,8.3,1,1,0,1,0,1.9354838709677418
1,1,39.0,1,1,65.6563,0,0,0,0,0,0.5850909816476462
0,3,21.0,0,0,8.6625,1,1,0,1,0,2.1733505821474774
0,3,28.0,0,0,8.05,1,1,0,1,0,3.0939226519337013
1,3,32.0,0,0,56.4958,1,1,0,1,0,0.5565623923834436
1,1,28.0,0,0,29.7,1,1,0,0,0,0.9120521172638437
0,3,20.0,0,0,7.925,1,1,0,1,0,2.2408963585434174
0,2,16.0,0,0,10.5,1,1,0,1,1,1.391304347826087
1,1,30.0,0,0,31.0,0,1,0,0,0,0.9375
0,3,34.5,0,0,6.4375,1,1,0,0,0,4.638655462184874
0,3,17.0,0,0,8.6625,1,1,0,1,0,1.7593790426908151
0,3,42.0,0,0,7.55,1,1,0,1,0,4.912280701754385
0,3,28.0,8,2,65.6563,1,0,0,1,0,0.4200653201572844
0,3,35.0,0,0,7.8958,1,1,0,0,0,3.9344409721441576
0,2,28.0,0,1,33.0,1,0,0,1,1,0.8235294117647058
1,1,28.0,1,0,65.6563,0,0,0,0,0,0.4200653201572844
0,3,4.0,4,2,31.275,0,0,0,1,0,0.12393493415956623
0,3,54.5,0,0,7.775,1,1,0,1,0,6.210826210826211
0,3,9.0,1,1,15.2458,0,0,0,0,0,0.553989338782947
1,1,16.0,0,1,39.4,0,0,0,1,0,0.39603960396039606
0,2,44.0,1,0,26.0,0,0,0,1,1,1.6296296296296295
1,3,18.0,0,1,9.35,0,0,0,1,0,1.7391304347826086
1,1,45.0,1,1,65.6563,0,0,0,1,0,0.6751049788242072
1,1,51.0,0,0,26.55,1,1,0,1,0,1.851179673321234
1,3,24.0,0,3,19.2583,0,0,0,0,0,1.184699604606507
0,3,28.0,0,0,7.2292,1,1,0,0,0,3.4025178632187822
0,3,41.0,2,0,14.1083,1,0,0,1,0,2.7137401295976384
0,2,21.0,1,0,11.5,1,0,0,1,1,1.68
1,1,48.0,0,0,25.9292,0,1,0,1,0,1.78245176239918
0,3,28.0,8,2,65.6563,0,0,0,1,0,0.4200653201572844
0,2,24.0,0,0,13.0,1,1,0,1,1,1.7142857142857142
1,2,42.0,0,0,13.0,0,1,0,1,1,3.0
1,2,27.0,1,0,13.8583,0,0,0,0,1,1.8171661630199956
0,1,31.0,0,0,50.4958,1,1,0,1,0,0.6019908419715783
0,3,28.0,0,0,9.5,1,1,0,1,0,2.6666666666666665
1,3,4.0,1,1,11.1333,0,0,0,1,0,0.3296712353605367
0,3,26.0,0,0,7.8958,1,1,0,1,0,2.922727579307088
1,1,47.0,1,1,52.5542,0,0,0,1,0,0.8776155745020932
0,1,33.0,0,0,5.0,1,1,0,1,0,5.5
0,3,47.0,0,0,9.0,1,1,0,1,0,4.7
1,2,28.0,1,0,24.0,0,0,0,0,1,1.12
1,3,15.0,0,0,7.225,0,1,0,0,0,1.8237082066869301
0,3,20.0,0,0,9.8458,1,1,0,1,0,1.8440317911080786
0,3,19.0,0,0,7.8958,1,1,0,1,0,2.1358393848782566
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
1,1,54.5,0,1,65.6563,0,0,0,0,0,0.8176271410204287
1,2,25.0,0,1,26.0,0,0,0,1,1,0.9259259259259259
0,3,33.0,0,0,7.8958,1,1,0,1,0,3.7096157737359197
0,3,22.0,0,0,10.5167,0,1,0,1,0,1.9102694348207385
0,2,28.0,0,0,10.5,1,1,0,1,1,2.4347826086956523
0,3,25.0,0,0,7.05,1,1,0,1,0,3.105590062111801
0,3,39.0,0,5,29.125,0,0,1,0,0,1.2946058091286308
0,2,27.0,0,0,13.0,1,1,0,1,1,1.9285714285714286
1,1,19.0,0,0,30.0,0,1,0,1,0,0.6129032258064516
0,3,28.0,1,2,23.45,0,0,0,1,0,1.1451942740286298
1,1,26.0,0,0,30.0,1,1,0,0,0,0.8387096774193549
0,3,32.0,0,0,7.75,1,1,1,0,0,3.657142857142857
